pais,_id,anio_aprobacion,sector_institucional,descripcion_proyecto,monto_bruto_usd,origen
Costa Rica,173,1976,Sector Público,Financiar Inversiones Fijas para la Ampliación y Mejoramiento de las Operaciones del Catie,270000.0,prestamos_sector_publico
El Salvador,174,1979,Sector Público,Proyecto Hidroeléctrico San Lorenzo,5400000.0,prestamos_sector_publico
Costa Rica,175,1974,Sector Público,Estudios de Factibilidad Técnico y Estudios Preliminares de Ingeniería de una Carretera Entre el Valle Central y el Litoral Pacífico de la República de Costa Rica,200000.0,prestamos_sector_publico
Costa Rica,176,1999,Sector Público,Proyecto Ampliación de Centrales Telefónicas de la República de Costa Rica,8866101.0,prestamos_sector_publico
Costa Rica,177,2013,Sector Público,Programa de Renovación de la Infraestructura y Equipamiento Hospitalario,270000000.0,prestamos_sector_publico
Costa Rica,178,1981,Sector Público,Proyectos en la Universidad Nacional de la Universidad de Costa Rica de la Universidad Estatal a Distancia y del Instituto de Costa Rica,11900000.0,prestamos_sector_publico
Costa Rica,179,1972,Sector Público,Proveer Financiamiento a Actividades Relacionadas con la Exportación de Productos No Tradicionales y Turismo.,500000.0,prestamos_sector_publico
Guatemala,180,1977,Sector Público,Proyectos  Línea de Transmisión Escuintla - Guatemala Sur y Subestaciones de Escuintla y Guatemala Sur,1330000.0,prestamos_sector_publico
Costa Rica,181,2021,Sector Público,Programa de Fortalecimiento Regional de la Infraestructura Hospitalaria (PFRIH),500000000.0,prestamos_sector_publico
Costa Rica,182,1988,Sector Público,Participación por Parte del Prestatario en el Programa Centroamericano de Agroempresas Rurales.,1000000.0,prestamos_sector_publico
Costa Rica,183,1992,Sector Público,Proyecto para la adquisición de recolectores de basura,1400000.0,prestamos_sector_publico
Costa Rica,184,1976,Sector Público,Segunda Etapa de la Red Regional de Telecomunicaciones en la Parte que Corresponde a la República de Costa Rica,3000000.0,prestamos_sector_publico
Costa Rica,185,1987,Sector Público,LC - Banco Central de Costa Rica,3000000.0,prestamos_sector_publico
Costa Rica,186,1999,Sector Público,Proyecto de Rehabilitación de la Carretera Interamericana Sur,5000000.0,prestamos_sector_publico
El Salvador,187,1984,Sector Público,Adquisición de Equipo de Transmisión Supervisión Imprevistos y Escalonamiento de Costos para la Instalación de las Rutas de Transmisión Alternas de El Salvador,7600000.0,prestamos_sector_publico
Costa Rica,188,2000,Sector Público,Construcción de la Planta Térmica Moín III,50000000.0,prestamos_sector_publico
Costa Rica,189,1975,Sector Público,Terminar Construcción Carretera Curridabat-Tres Ríos.,1300000.0,prestamos_sector_publico
Costa Rica,190,1977,Sector Público,Construcción del Tramo Escazúsanta Ana y de las Radiales a Santa Ana y San Antonio de Belén de la Carretera San Josécoyolarpuerto Caldera,2100000.0,prestamos_sector_publico
Costa Rica,191,2003,Sector Público,LGC - Banco Nacional de Costa Rica (BNCR),40000000.0,prestamos_sector_publico
Costa Rica,192,2003,Sector Público,Proyecto Poliducto Limón - la Garita,60000000.0,prestamos_sector_publico
Costa Rica,193,1989,Sector Público,Componentes de Crédito Extensión y Comercialización del Proyecto Desarrollo Agrícola para Pequeños Productores de la Zona Norte de la República de Costa Rica.,3000000.0,prestamos_sector_publico
El Salvador,194,1980,Sector Público,Financiar los Servicios de Consultoría y Parcialmente la Construcción de las Obras de Interconexión Eléctrica Entre la República de El Salvador y la República de Guatemala,6800000.0,prestamos_sector_publico
Costa Rica,195,2007,Sector Público,Programa de Inversiones en Obras del Sector Electricidad,110000000.0,prestamos_sector_publico
El Salvador,196,1974,Sector Público,Estudios de Ingeniería Preliminar y Diseño Final de una Nueva Carretera Entre San Salvador - Comalapa y su Conexión al Aeropuerto de Astoria,450000.0,prestamos_sector_publico
Costa Rica,197,2016,Sector Público,Programa de Modernización y Rehabilitación de Infraestructura Deportiva (PROMORID),45000000.0,prestamos_sector_publico
El Salvador,198,1989,Sector Público,Participación por Parte del Prestatario en el Programa de Rehabilitación de la Pequeña y Mediana Industria.,1000000.0,prestamos_sector_publico
Costa Rica,199,1990,Sector Público,LC - Banco Central de Costa Rica,3000000.0,prestamos_sector_publico
Costa Rica,200,1978,Sector Público,Compra de Hipotecas Y/o Títulos Hipotecarios Sobre Viviendas Individuales o Conjuntos Habitacionales de Medio-Bajo Costo.,5000000.0,prestamos_sector_publico
Costa Rica,201,1989,Sector Público,Ampliacion De La Planta Termica Moin Republica De Costa Rica.,32000000.0,prestamos_sector_publico
Costa Rica,202,1989,Sector Público,LC - Banco Central de Costa Rica,2000000.0,prestamos_sector_publico
Costa Rica,203,1981,Sector Público,Proyecto de Prevención de la Roya del Cafeto,1400000.0,prestamos_sector_publico
El Salvador,204,1966,Sector Público,Construcción de los Tramos de Carretera Portezuelola Cuchilla y Cutuco Sirama - Frontera de Honduras en la Carretera Interamericana (CA1),4750000.0,prestamos_sector_publico
Costa Rica,205,1980,Sector Público,Proyecto de Expansión Fisica Equipamiento y Asistencia Tecnica del Instituto Nacional de Aprendizaje,4000000.0,prestamos_sector_publico
El Salvador,206,1966,Sector Público,Estudio para la Revisión y Elaboración de Nuevas Tarifas para Servicios Portuarios de Acajutla y la Libertad en la República de El Salvador,25000.0,prestamos_sector_publico
El Salvador,207,2012,Sector Público,Incremento LGC - Fondo Nacional de Vivienda Popular (FONAVIPO),30000000.0,prestamos_sector_publico
Costa Rica,208,1988,Sector Público,Rehabilitación de la Carretera Panamericana CA-1 Sur  Tramo  Taras - La Georgina de Costa Rica,5100000.0,prestamos_sector_publico
El Salvador,209,2005,Sector Público,Plan Nacional de Educación 2021 Programa Conéctate,19000000.0,prestamos_sector_publico
Costa Rica,210,1994,Sector Público,Proyecto Programa de Infraestructura de la Universidad Nacional,14300000.0,prestamos_sector_publico
Costa Rica,211,1979,Sector Público,Participación por Parte del Prestatario en el Programa de Agroempresas Rurales.,500000.0,prestamos_sector_publico
Costa Rica,212,1996,Sector Público,Proyecto Sistema de Transmisión por Fibra Optica y Multiplex Digital,3434760.0,prestamos_sector_publico
Costa Rica,213,1968,Sector Público,Ampliación y Mejoración del Aeropuerto Internacional el Coco,1500000.0,prestamos_sector_publico
Costa Rica,214,2001,Sector Público,Proyecto Centrales Telefónicas ALCatel  Ampliación y Modernización del Sistema Nacional de Telecomunicaciones 20002001,37474500.0,prestamos_sector_publico
Costa Rica,215,1979,Sector Público,Pavimentación del Tramo Tárcoles - Loma de la Carretera Costanera Sur,1700000.0,prestamos_sector_publico
Costa Rica,216,1996,Sector Público,Proyecto Central Telefónica Internacional Digital,3789000.0,prestamos_sector_publico
Costa Rica,217,1996,Sector Público,Proyecto de Implementación Conjunta Subproyecto Central Hidroeléctrica Brasil,48840000.0,prestamos_sector_publico
Costa Rica,218,1988,Sector Público,Proyecto Vial de la Costanera Sur Tramo Barú Palmar Norte,10000000.0,prestamos_sector_publico
Costa Rica,219,2018,Sector Público,Proyecto de Abastecimiento de Agua para la Cuenca Media del Río Tempisque y Comunidades Costeras PAACUME,425000000.0,prestamos_sector_publico
El Salvador,220,1987,Sector Público,Rehabilitación de la Carretera Santa Ana - Metapán - Anguiatú Carretera CA-12 ,10500000.0,prestamos_sector_publico
El Salvador,221,1973,Sector Público,Adquisición de Equipos Necesarios para Modernizar y Mejorar el Servicio Postal de El Salvador a ser Instalados en el Edificio de la Dirección General de Correos,1000000.0,prestamos_sector_publico
Costa Rica,222,1992,Sector Público,Proyecto de Reconstrucción de la Infraestructura Física de la Región Huetar Atlántica,8000000.0,prestamos_sector_publico
Guatemala,223,1966,Sector Público,Construcción del Tramo de el Rancho Santa Elena de la Carretera el Rancho Cobán,4200000.0,prestamos_sector_publico
El Salvador,224,1970,Sector Público,Adquisición por el Prestatario de Acciones del Capital Social de la Firma Industrias Sintéticas de Centroamérica S.A. (Insinca).,500000.0,prestamos_sector_publico
Guatemala,225,1966,Sector Público,LC - Corfina,152000.0,prestamos_sector_publico
El Salvador,226,1976,Sector Público,Mejoramiento y reconstrucción de la primera fase de la Carretera Interamericana entre San Salvador y San Miguel,11000000.0,prestamos_sector_publico
Costa Rica,227,2009,Sector Público,Incremento LGC - Banco Popular y de Desarrollo Comunal,31500000.0,prestamos_sector_publico
Costa Rica,228,1973,Sector Público,Completar el Financiamiento y Mejorar la Operación de la Arteria Regional de Telecomunicaciones en la Parte que Corresponde a la República de Costa Rica,650000.0,prestamos_sector_publico
Costa Rica,229,1980,Sector Público,Compra de hipotecas y/o títulos hipotecarios conforme a las políticas del Programa de Vivienda Media Regular y Media Baja del banco,2800000.0,prestamos_sector_publico
El Salvador,230,1972,Sector Público,Ampliación de las Instalaciones de la Facultad de Ingeniería y Arquitectura,300000.0,prestamos_sector_publico
Costa Rica,231,1974,Sector Público,Completar el Anteproyecto Elaborar el Estudio de Factibilidad Económica y el Diseño Final de los Puentes Incluyendo Perforaciones del Tramo Coyolar Puerto Caldera de la Carretera San José - Coyolar - Puerto Caldera,200000.0,prestamos_sector_publico
Costa Rica,232,2002,Sector Público,Programa para Completar el Complejo Vial Costanera Sur,60000000.0,prestamos_sector_publico
Costa Rica,233,1994,Sector Público,LC - Banco Crédito Agrícola de Cartago,2000000.0,prestamos_sector_publico
El Salvador,234,1987,Sector Público,Proyecto Reserva Estratégica Nacional de Combustibles (Renc),10400000.0,prestamos_sector_publico
Costa Rica,235,1975,Sector Público,Costo del Estudio de Factibilidad Técnicoeconómica para la Formulación Integración y Desarrollo del Centro de Distribución y Procesamiento de Alimentos en el Área Metropolitana de San José,66000.0,prestamos_sector_publico
Costa Rica,236,2006,Sector Público,Proyecto Cable Submarino del Pacífico y Ampliación Red Nacional / Racsa,24700000.0,prestamos_sector_publico
Costa Rica,237,2014,Sector Público, LGC - Banco Crédito Agrícola de Cartago (BCAC),48000000.0,prestamos_sector_publico
Costa Rica,238,1981,Sector Público,Construcción y el Equipamiento del Edificio de Telecomunicaciones de San Pedro de Montes de Oca Provincia de San José,2000000.0,prestamos_sector_publico
Costa Rica,239,1973,Sector Público,Construcción de 30 Kilometros del Tramo Tárcoles Loma de la Carretera Costanera Sur,7000000.0,prestamos_sector_publico
Guatemala,240,2004,Sector Público,Programa Apoyo al Sector Productivo II,20000000.0,prestamos_sector_publico
El Salvador,241,1968,Sector Público,Financiamiento Parcial de la Construcción de la Carretera Gotera Perquín (Parte de la Ruta CA7),3300000.0,prestamos_sector_publico
Costa Rica,242,2000,Sector Público,Proyecto Modernización de Centrales de Conmutación Analógica Arf102,3937600.0,prestamos_sector_publico
Costa Rica,243,2011,Sector Público,Programa de Obras Estratégicas de Infraestructura Vial (Programa de Obras),340000000.0,prestamos_sector_publico
Costa Rica,244,2009,Sector Público,Incremento - Proyecto Sistema de Interconexión Eléctrica para los países de América Central (SIEPAC),4500000.0,prestamos_sector_publico
Costa Rica,245,1990,Sector Público,LC - Banco Central de Costa Rica,17000000.0,prestamos_sector_publico
El Salvador,246,2003,Sector Público,LGC - Banco Hipotecario de El Salvador,5000000.0,prestamos_sector_publico
El Salvador,247,1995,Sector Público,Proyecto Desarrollo Rural Integrado - Acuerdos de Paz,16250000.0,prestamos_sector_publico
Costa Rica,248,2004,Sector Público,Banco Crédito Agrícola de Cartago. Ampliación de LGC,17000000.0,prestamos_sector_publico
Costa Rica,249,1981,Sector Público,Proyecto de Granos Básicos,3700000.0,prestamos_sector_publico
Costa Rica,250,1994,Sector Público,LC - Banco Nacional de Costa Rica,15000000.0,prestamos_sector_publico
El Salvador,251,1980,Sector Público,Participación por Parte del Prestatario en el Programa de Agroempresas Rurales.,500000.0,prestamos_sector_publico
El Salvador,252,1963,Sector Público,Financiar el costo del estudio de factibilidad del proyecto de interconexión eléctrica y desarrollo combinado de los sistemas eléctricos centrales de Honduras y El Salvador.,20000.0,prestamos_sector_publico
El Salvador,253,1978,Sector Público,Mejoramiento y Reconstrucción de la Segunda Etapa de la Carretera San Salvador - San Miguel,24500000.0,prestamos_sector_publico
El Salvador,254,1998,Sector Público,Proyecto Primera Etapa del Anillo Periférico de San Salvador,62700000.0,prestamos_sector_publico
El Salvador,255,2018,Sector Público,Incremento - Programa de Renovación Cafetalera de Alta Productividad  Sostenible y Resiliente en El Salvador,3500000.0,prestamos_sector_publico
El Salvador,256,1992,Sector Público,LC - Banco Central de Reserva de El Salvador,3000000.0,prestamos_sector_publico
Costa Rica,257,2017,Sector Público,Programa de Alcantarillado y Control de Inundaciones para Limón,55080000.0,prestamos_sector_publico
El Salvador,258,1996,Sector Público,Programa Nacional de Rehabilitación de Vías Pavimentadas,32900000.0,prestamos_sector_publico
Costa Rica,259,2009,Sector Público,Préstamo -1808 Proyecto Eólico Valle Central,9949630.0,prestamos_sector_publico
Costa Rica,260,1980,Sector Público,Diseño Final de los Proyectos Hidroeléctricos Ventanas Garita y Palomo y los Estudios de Prefactibilidad de los Proyectos Hidroelectricos Pirrís  Cedral el Brujo y San Fernando,2850000.0,prestamos_sector_publico
Costa Rica,261,1992,Sector Público,Proyecto Mejoramiento y Ampliación de la Red Primaria Telefónica de la República de Costa Rica,7000000.0,prestamos_sector_publico
Costa Rica,262,2012,Sector Público,LGC - Instituto Nacional de Fomento Cooperativo,30000000.0,prestamos_sector_publico
Costa Rica,263,1994,Sector Público,LC - Banco Nacional de Costa Rica,5000000.0,prestamos_sector_publico
El Salvador,264,1971,Sector Público,Financiar Construcciones Adquisición e Instalación de Maquinaria y Equipo y Estudios Finales para una Planta de Almacenamiento de Granos,1000000.0,prestamos_sector_publico
Costa Rica,265,1986,Sector Público,Componentes de Crédito Extensión y Comercialización del Proyecto Desarrollo Agrícola para Pequeños Productores de la Zona Norte de la República de Costa Rica.,3000000.0,prestamos_sector_publico
El Salvador,266,1990,Sector Público,LGC - Banco Central de Reserva de El Salvador,20000000.0,prestamos_sector_publico
